"C:\Users\Knopf Lab\Documents\Michelle\07122023\071223_17.4wt%GLY_S1_2min_2.tif"
"Item" , "Value" , "Units"
"Object Count" , 132 , "Objects"
"Selected Area" , 355926 , "microns"
"Total Object Area" , 20869.3 , "microns"
"Percent Object Area" , 5.86339 , "%"
"Summary Average Gray" , 34158.1 , "GrayValues"
"Summary Total Gray" , 9.56185e+08 , "GrayValues"
"Summary Min Gray" , 8416 , "GrayValues"
"Summary Max Gray" , 65520 , "GrayValues"

"Object Number" , "Units" , "Area" , "Perimeter" , "Shape Factor" , "Centroid X" , "Centroid Y" , "Hole Count" , "Diameter" , "Orientation" , "Enclosure Left" , "Enclosure Top" , "Enclosure Right" , "Enclosure Bottom" , "Min Gray" , "Max Gray" , "Total Gray" , "Average Gray" , "Bin Classification" , "Diameter X1" , "Diameter Y1" , "Diameter X2" , "Diameter Y2" , "Weighted Centroid X" , "Weighted Centroid Y" , "Minimum Radius" , "Minimum Radius X" , "Minimum Radius Y" , "Maximum Radius" , "Maximum Radius X" , "Maximum Radius Y" , "Weighted Minimum Radius" , "Weighted Minimum Radius X" , "Weighted Minimum Radius Y" , "Weighted Maximum Radius" , "Weighted Maximum Radius X" , "Weighted Maximum Radius Y" , "Minor Axis Diameter" , "Minor Axis Diameter X1" , "Minor Axis Diameter Y1" , "Minor Axis Diameter X2" , "Minor Axis Diameter Y2" , "Equivalent Circle Diameter" , "Equivalent Sphere Volume" , "Thread Length" , "Thread Width" , "Elongation" , "Roundness"
47 , "microns" , 96.4278 , 37.435 , 0.86468 , 1106.11 , 181.689 , 0 , 11.9963 , 20.9769 , 1100 , 176 , 1112 , 188 , 19952 , 45168 , 4.4713e+06 , 33873.5 , "Default Bin" , 1100 , 182 , 1112 , 177 , 1106.07 , 181.657 , 4.7961 , 1101 , 184 , 5.53132 , 1112 , 179 , 4.76754 , 1103 , 177 , 5.55365 , 1112 , 179 , 11.1439 , 1094 , 0 , 1098 , 0 , 11.0804 , 712.307 , 11.9963 , 11.9963 , 1.07649 , 1.1565
48 , "microns" , 103.002 , 38.6438 , 0.866759 , 1141.35 , 182.106 , 0 , 12.849 , 17.7375 , 1135 , 176 , 1148 , 188 , 17776 , 42304 , 4.51819e+06 , 32043.9 , "Default Bin" , 1135 , 184 , 1148 , 180 , 1141.28 , 182.063 , 4.80608 , 1139 , 177 , 5.758 , 1148 , 181 , 4.74488 , 1139 , 177 , 5.81718 , 1148 , 181 , 11.9963 , 1139 , 0 , 1143 , 0 , 11.4519 , 786.385 , 12.849 , 12.849 , 1.07108 , 1.15372
49 , "microns" , 49.6749 , 88.4594 , 0.0797736 , 111.25 , 187.25 , 0 , 14.555 , 36.1369 , 104 , 179 , 120 , 196 , 19488 , 34000 , 1.90059e+06 , 27949.9 , "Default Bin" , 108 , 194 , 121 , 185 , 111.401 , 187.18 , 4.49226 , 106 , 187 , 8.13651 , 120 , 191 , 4.6192 , 106 , 187 , 8.04192 , 120 , 191 , 15.4083 , 194 , 80 , 204 , 94 , 7.95287 , 263.372 , 43.0765 , 1.15318 , 0.94462 , 12.5355
50 , "microns" , 35.7952 , 23.3451 , 0.825362 , 1016.57 , 184.673 , 0 , 7.73965 , 23.1116 , 1013 , 181 , 1020 , 188 , 22544 , 44640 , 1.65765e+06 , 33829.6 , "Default Bin" , 1013 , 186 , 1020 , 183 , 1016.57 , 184.646 , 2.59078 , 1018 , 182 , 3.26084 , 1020 , 183 , 2.5694 , 1018 , 182 , 3.26533 , 1013 , 186 , 6.89082 , 1006 , 0 , 1008 , 0 , 6.75099 , 161.102 , 7.73965 , 7.73965 , 1.12318 , 1.21159
51 , "microns" , 70.8598 , 31.5988 , 0.891804 , 1073 , 187 , 0 , 9.44048 , 0 , 1068 , 182 , 1078 , 192 , 19888 , 45808 , 3.27491e+06 , 33762 , "Default Bin" , 1068 , 185 , 1078 , 185 , 1072.96 , 186.976 , 4.27351 , 1073 , 182 , 4.60271 , 1071 , 182 , 4.23079 , 1069 , 184 , 4.64572 , 1078 , 189 , 9.44048 , 1071 , 182 , 1071 , 192 , 9.4985 , 448.708 , 9.44048 , 9.44048 , 1 , 1.12132
52 , "microns" , 121.996 , 42.0626 , 0.866489 , 13.8144 , 202.036 , 0 , 12.849 , 15.4864 , 7 , 196 , 21 , 209 , 13024 , 56176 , 5.47774e+06 , 32800.9 , "Default Bin" , 8 , 206 , 21 , 202 , 14.0943 , 202.022 , 5.0413 , 17 , 207 , 6.38332 , 21 , 200 , 4.92648 , 17 , 207 , 6.59071 , 7 , 199 , 12.849 , 63 , 186 , 67 , 199 , 12.4631 , 1013.63 , 12.849 , 12.849 , 1 , 1.15408
53 , "microns" , 129.301 , 43.2713 , 0.867784 , 1162.46 , 211.418 , 0 , 14.555 , 1.51978 , 1155 , 205 , 1170 , 218 , 14768 , 41024 , 5.49664e+06 , 31054.5 , "Default Bin" , 1155 , 211 , 1171 , 211 , 1162.36 , 211.364 , 5.49947 , 1162 , 205 , 6.55942 , 1170 , 210 , 5.44828 , 1162 , 205 , 6.63222 , 1170 , 210 , 11.9963 , 1164 , 174 , 1164 , 187 , 12.8309 , 1106.03 , 14.555 , 14.555 , 1.21329 , 1.15236
54 , "microns" , 89.1227 , 36.727 , 0.830286 , 30.3607 , 214.279 , 0 , 11.9963 , 32.6413 , 24 , 209 , 36 , 220 , 15840 , 55376 , 4.1081e+06 , 33672.9 , "Default Bin" , 26 , 219 , 37 , 212 , 30.581 , 214.29 , 4.27164 , 32 , 219 , 5.57538 , 36 , 211 , 4.20434 , 32 , 219 , 5.65742 , 24 , 215 , 10.292 , 136 , 161 , 142 , 170 , 10.6524 , 632.916 , 11.9963 , 11.9963 , 1.1656 , 1.2044
55 , "microns" , 92.0447 , 37.435 , 0.825377 , 58.881 , 214.968 , 0 , 11.9963 , 26.49 , 53 , 209 , 65 , 221 , 20848 , 56784 , 4.77794e+06 , 37920.1 , "Default Bin" , 54 , 219 , 66 , 213 , 59.0679 , 214.955 , 4.31261 , 58 , 210 , 5.65507 , 53 , 218 , 4.26977 , 62 , 219 , 5.80245 , 53 , 218 , 11.1439 , 56 , 210 , 61 , 221 , 10.8257 , 664.297 , 11.9963 , 11.9963 , 1.07649 , 1.21157
56 , "microns" , 46.7529 , 79.9124 , 0.0920005 , 135.969 , 218.844 , 0 , 16.2618 , 178.478 , 128 , 213 , 146 , 224 , 20176 , 33968 , 1.82138e+06 , 28459 , "Default Bin" , 146 , 223 , 128 , 223 , 135.981 , 218.823 , 1.74124 , 138 , 219 , 9.28051 , 146 , 223 , 1.73222 , 138 , 219 , 9.27767 , 146 , 223 , 10.292 , 133 , 224 , 133 , 213 , 7.71541 , 240.479 , 38.7497 , 1.20654 , 1.58005 , 10.8695
57 , "microns" , 208.927 , 54.9438 , 0.869694 , 1105.26 , 221.745 , 0 , 17.1154 , 134.238 , 1096 , 213 , 1114 , 231 , 19872 , 44336 , 1.03292e+07 , 36116.3 , "Default Bin" , 1110 , 230 , 1097 , 216 , 1105.18 , 221.647 , 7.19195 , 1101 , 229 , 8.25673 , 1096 , 219 , 7.20008 , 1100 , 215 , 8.3507 , 1108 , 231 , 16.2618 , 1097 , 225 , 1110 , 212 , 16.3099 , 2271.72 , 17.1154 , 17.1154 , 1.05249 , 1.14983
58 , "microns" , 160.713 , 49.1076 , 0.83746 , 1008.64 , 221.623 , 0 , 15.4083 , 18.8333 , 1000 , 214 , 1017 , 229 , 24976 , 51232 , 8.99702e+06 , 40895.6 , "Default Bin" , 1000 , 222 , 1016 , 217 , 1008.6 , 221.56 , 6.09246 , 1006 , 215 , 7.43112 , 1016 , 217 , 6.03236 , 1006 , 215 , 7.42563 , 1016 , 217 , 14.555 , 1022 , 0 , 1027 , 0 , 14.3048 , 1532.64 , 15.4083 , 15.4083 , 1.05863 , 1.19409
59 , "microns" , 47.4834 , 26.7639 , 0.833018 , 1133.71 , 219.338 , 0 , 8.58964 , 14.2063 , 1130 , 215 , 1138 , 223 , 15344 , 38672 , 1.86821e+06 , 28741.7 , "Default Bin" , 1130 , 222 , 1139 , 220 , 1133.66 , 219.279 , 3.05971 , 1135 , 216 , 3.90092 , 1130 , 222 , 3.026 , 1135 , 216 , 3.91166 , 1131 , 223 , 7.73965 , 1151 , 0 , 1153 , 0 , 7.77546 , 246.137 , 8.58964 , 8.58964 , 1.10982 , 1.20045
60 , "microns" , 43.1003 , 24.7004 , 0.887731 , 1205.76 , 221.61 , 0 , 10.292 , 89.5491 , 1203 , 216 , 1208 , 227 , 17648 , 33760 , 1.61368e+06 , 27350.5 , "Default Bin" , 1208 , 227 , 1208 , 216 , 1205.9 , 221.495 , 1.17911 , 1207 , 221 , 5.16224 , 1208 , 216 , 1.03161 , 1207 , 221 , 5.03589 , 1208 , 227 , 5.19894 , 1203 , 219 , 1208 , 219 , 7.4079 , 212.855 , 10.292 , 10.292 , 1.97963 , 1.12647
61 , "microns" , 71.5904 , 32.6001 , 0.846498 , 18.3878 , 226.51 , 0 , 11.1439 , 20.0654 , 13 , 222 , 24 , 231 , 16400 , 57184 , 3.19944e+06 , 32647.3 , "Default Bin" , 13 , 229 , 24 , 225 , 18.5546 , 226.506 , 3.6285 , 16 , 223 , 5.07285 , 13 , 229 , 3.64526 , 21 , 230 , 5.20423 , 13 , 229 , 8.58964 , 92 , 203 , 95 , 211 , 9.54734 , 455.665 , 11.1439 , 11.1439 , 1.29737 , 1.18134
62 , "microns" , 217.693 , 56.1526 , 0.867592 , 87.2349 , 231.265 , 0 , 17.1154 , 37.3387 , 78 , 222 , 97 , 240 , 18208 , 57856 , 1.19203e+07 , 40001 , "Default Bin" , 81 , 239 , 96 , 227 , 87.5834 , 231.229 , 7.29978 , 79 , 229 , 8.57698 , 79 , 237 , 7.25586 , 91 , 239 , 8.84043 , 79 , 237 , 17.1154 , 83 , 223 , 95 , 238 , 16.6486 , 2416.19 , 17.1154 , 17.1154 , 1 , 1.15262
63 , "microns" , 100.811 , 37.9357 , 0.88028 , 1090.83 , 233.196 , 0 , 11.9963 , 143.245 , 1085 , 227 , 1097 , 239 , 20416 , 44864 , 4.78486e+06 , 34672.9 , "Default Bin" , 1094 , 239 , 1084 , 231 , 1090.79 , 233.123 , 4.81139 , 1093 , 228 , 5.68488 , 1085 , 230 , 4.76857 , 1093 , 228 , 5.72413 , 1094 , 239 , 11.1439 , 1086 , 237 , 1093 , 227 , 11.3294 , 761.421 , 11.9963 , 11.9963 , 1.07649 , 1.136
64 , "microns" , 40.1783 , 81.4144 , 0.0761726 , 181.055 , 235.255 , 0 , 15.4083 , 48.1752 , 174 , 228 , 190 , 243 , 23440 , 33472 , 1.61254e+06 , 29319 , "Default Bin" , 177 , 242 , 188 , 229 , 181.222 , 235.204 , 5.1382 , 176 , 232 , 8.13598 , 190 , 232 , 5.23132 , 178 , 230 , 7.98635 , 190 , 232 , 13.7019 , 178 , 229 , 189 , 239 , 7.15238 , 191.58 , 39.695 , 1.01217 , 1.12454 , 13.1281
65 , "microns" , 51.8665 , 28.4733 , 0.803937 , 1179.83 , 235.676 , 0 , 8.58964 , 170.59 , 1175 , 232 , 1184 , 240 , 14528 , 34944 , 1.87288e+06 , 26378.6 , "Default Bin" , 1183 , 239 , 1174 , 238 , 1179.74 , 235.637 , 2.92841 , 1179 , 239 , 4.23417 , 1184 , 233 , 2.94258 , 1179 , 239 , 4.28494 , 1184 , 233 , 7.73965 , 1181 , 240 , 1182 , 232 , 8.1264 , 280.992 , 8.58964 , 8.58964 , 1.10982 , 1.24388
66 , "microns" , 95.6973 , 37.435 , 0.85813 , 1042.45 , 240.511 , 0 , 11.9963 , 25.383 , 1036 , 235 , 1049 , 246 , 22768 , 47072 , 4.82717e+06 , 36848.6 , "Default Bin" , 1036 , 241 , 1048 , 235 , 1042.45 , 240.462 , 4.70684 , 1042 , 246 , 5.65804 , 1036 , 242 , 4.68382 , 1042 , 235 , 5.66761 , 1036 , 242 , 11.1439 , 1040 , 0 , 1045 , 0 , 11.0384 , 704.228 , 11.9963 , 11.9963 , 1.07649 , 1.16532
67 , "microns" , 176.054 , 50.9636 , 0.851795 , 1199.41 , 244.552 , 0 , 19.6767 , 149.123 , 1190 , 237 , 1208 , 253 , 18224 , 36432 , 6.98683e+06 , 28991 , "Default Bin" , 1208 , 253 , 1189 , 242 , 1199.43 , 244.498 , 5.49566 , 1196 , 250 , 10.2946 , 1208 , 253 , 5.48125 , 1204 , 240 , 10.319 , 1208 , 253 , 12.849 , 1192 , 248 , 1199 , 236 , 14.9719 , 1757.24 , 19.6767 , 19.6767 , 1.53138 , 1.17399
68 , "microns" , 99.3499 , 38.6438 , 0.836023 , 982.353 , 243.919 , 0 , 11.9963 , 111.016 , 976 , 238 , 989 , 250 , 24944 , 50464 , 5.43128e+06 , 39935.9 , "Default Bin" , 984 , 250 , 979 , 238 , 982.374 , 243.845 , 4.86031 , 977 , 242 , 5.68167 , 989 , 244 , 4.85652 , 977 , 242 , 5.66455 , 989 , 244 , 11.1439 , 976 , 243 , 987 , 239 , 11.2471 , 744.929 , 11.9963 , 11.9963 , 1.07649 , 1.19614
69 , "microns" , 132.223 , 44.48 , 0.839821 , 1131.31 , 250.884 , 0 , 13.7019 , 44.8391 , 1124 , 244 , 1139 , 258 , 17888 , 41792 , 5.86299e+06 , 32392.2 , "Default Bin" , 1125 , 255 , 1136 , 244 , 1131.24 , 250.811 , 5.54106 , 1137 , 254 , 6.67373 , 1135 , 244 , 5.48232 , 1127 , 246 , 6.66617 , 1139 , 250 , 12.849 , 1126 , 246 , 1136 , 256 , 12.975 , 1143.73 , 13.7019 , 13.7019 , 1.06638 , 1.19073
70 , "microns" , 88.3922 , 36.2263 , 0.8464 , 23 , 254.372 , 0 , 11.1439 , 28.8158 , 17 , 249 , 29 , 260 , 16880 , 53664 , 3.96214e+06 , 32745 , "Default Bin" , 19 , 259 , 30 , 253 , 23.1748 , 254.367 , 4.02374 , 26 , 258 , 5.72441 , 27 , 249 , 3.93335 , 26 , 258 , 5.73733 , 17 , 257 , 10.292 , 139 , 208 , 145 , 217 , 10.6087 , 625.15 , 11.1439 , 11.1439 , 1.08278 , 1.18148
71 , "microns" , 167.288 , 50.3163 , 0.830341 , 40.7074 , 262.266 , 0 , 16.2618 , 15.953 , 32 , 255 , 50 , 270 , 16672 , 53040 , 8.03574e+06 , 35090.6 , "Default Bin" , 33 , 267 , 50 , 262 , 41.013 , 262.22 , 5.86031 , 42 , 269 , 8.01579 , 50 , 261 , 5.85572 , 42 , 269 , 7.97456 , 33 , 267 , 13.7019 , 107 , 235 , 111 , 249 , 14.5944 , 1627.64 , 16.2618 , 16.2618 , 1.18683 , 1.20432
72 , "microns" , 103.733 , 39.6451 , 0.829368 , 1074.8 , 260.782 , 0 , 11.9963 , 168.808 , 1068 , 255 , 1081 , 267 , 18976 , 44992 , 4.88934e+06 , 34432 , "Default Bin" , 1081 , 263 , 1068 , 260 , 1074.74 , 260.679 , 4.51257 , 1074 , 266 , 5.90688 , 1068 , 262 , 4.59115 , 1074 , 266 , 5.86811 , 1068 , 262 , 11.1439 , 1076 , 267 , 1078 , 255 , 11.4925 , 794.765 , 11.9963 , 11.9963 , 1.07649 , 1.20574
73 , "microns" , 4147.13 , 727.516 , 0.0984629 , 1182.94 , 351.519 , 0 , 135.9 , 73.5439 , 1129 , 256 , 1208 , 402 , 8416 , 38160 , 1.75669e+08 , 30944 , "Default Bin" , 1138 , 402 , 1183 , 250 , 1182.55 , 350.381 , 11.5022 , 1178 , 339 , 83.789 , 1205 , 256 , 10.4751 , 1178 , 339 , 82.9184 , 1205 , 256 , 68.3814 , 1129 , 392 , 1205 , 414 , 72.6656 , 200902 , 351.975 , 11.7824 , 1.98738 , 10.1561
74 , "microns" , 36.5257 , 69.2412 , 0.0957368 , 1014.46 , 266.24 , 0 , 11.9963 , 6.03901 , 1008 , 259 , 1021 , 272 , 22192 , 33952 , 1.42634e+06 , 28526.7 , "Default Bin" , 1008 , 263 , 1021 , 262 , 1014.33 , 266.033 , 4.276 , 1016 , 271 , 6.32647 , 1016 , 259 , 4.47786 , 1016 , 271 , 6.2603 , 1021 , 263 , 11.9963 , 1038 , 151 , 1039 , 164 , 6.81953 , 166.059 , 33.5313 , 1.0893 , 1 , 10.4453
75 , "microns" , 63.5547 , 30.8907 , 0.836954 , 151.954 , 269.379 , 0 , 9.44048 , 26.9435 , 147 , 265 , 157 , 274 , 22176 , 61792 , 3.51994e+06 , 40459 , "Default Bin" , 147 , 270 , 156 , 265 , 152.12 , 269.353 , 3.55451 , 154 , 273 , 4.58232 , 148 , 273 , 3.50736 , 154 , 273 , 4.70278 , 148 , 273 , 8.58964 , 254 , 168 , 258 , 176 , 8.99557 , 381.141 , 9.44048 , 9.44048 , 1.09905 , 1.19481
76 , "microns" , 196.508 , 53.2344 , 0.871376 , 115.115 , 274.61 , 0 , 17.1154 , 15.5964 , 106 , 266 , 124 , 283 , 18128 , 57216 , 1.08083e+07 , 40179.4 , "Default Bin" , 106 , 276 , 124 , 271 , 115.416 , 274.555 , 7.02789 , 112 , 267 , 8.05423 , 106 , 277 , 7.06227 , 119 , 282 , 8.31504 , 106 , 277 , 16.2618 , 180 , 226 , 185 , 243 , 15.8178 , 2072.22 , 17.1154 , 17.1154 , 1.05249 , 1.14761
77 , "microns" , 136.606 , 44.9807 , 0.848452 , 1050.5 , 272.898 , 0 , 14.555 , 146.986 , 1043 , 266 , 1058 , 280 , 20960 , 45744 , 6.89187e+06 , 36854.9 , "Default Bin" , 1057 , 278 , 1044 , 269 , 1050.46 , 272.793 , 5.28656 , 1047 , 278 , 7.06415 , 1057 , 278 , 5.34281 , 1047 , 278 , 7.14631 , 1057 , 278 , 12.849 , 1046 , 278 , 1054 , 266 , 13.1883 , 1201.07 , 14.555 , 14.555 , 1.13278 , 1.17862
78 , "microns" , 27.7595 , 66.1157 , 0.0798018 , 971.132 , 275.868 , 0 , 12.849 , 1.1766 , 964 , 268 , 978 , 281 , 26528 , 33328 , 1.13902e+06 , 29974.3 , "Default Bin" , 964 , 273 , 978 , 273 , 971.048 , 275.841 , 4.38741 , 971 , 281 , 7.15808 , 974 , 268 , 4.38823 , 967 , 279 , 7.16124 , 974 , 268 , 11.9963 , 978 , 248 , 979 , 261 , 5.94513 , 110.023 , 32.1956 , 0.862214 , 1.07108 , 12.531
79 , "microns" , 3990.8 , 509.561 , 0.193142 , 26.0383 , 356.067 , 0 , 129.917 , 108.797 , 0 , 269 , 78 , 402 , 9120 , 49040 , 1.67925e+08 , 30738.6 , "Default Bin" , 78 , 402 , 29 , 259 , 26.7113 , 355.516 , 16.349 , 39 , 342 , 77.6729 , 0 , 269 , 15.6131 , 39 , 342 , 77.3895 , 0 , 269 , 65.8175 , 0 , 402 , 72 , 378 , 71.2828 , 189650 , 238.013 , 16.7671 , 1.9739 , 5.17753
80 , "microns" , 179.706 , 51.3176 , 0.857512 , 46.252 , 282.061 , 0 , 16.2618 , 36.9448 , 38 , 274 , 55 , 290 , 10768 , 53424 , 8.0348e+06 , 32661.8 , "Default Bin" , 41 , 290 , 55 , 279 , 46.5932 , 281.953 , 6.37193 , 40 , 278 , 8.13593 , 41 , 290 , 6.32142 , 52 , 287 , 8.37568 , 41 , 290 , 14.555 , 200 , 193 , 209 , 205 , 15.1264 , 1812.21 , 16.2618 , 16.2618 , 1.11726 , 1.16616
81 , "microns" , 50.4055 , 26.7639 , 0.88428 , 996 , 278 , 0 , 7.73965 , 0 , 992 , 274 , 1000 , 282 , 24944 , 47040 , 2.41621e+06 , 35017.5 , "Default Bin" , 992 , 276 , 1000 , 276 , 996 , 277.934 , 3.4188 , 996 , 274 , 3.82234 , 994 , 274 , 3.36261 , 996 , 274 , 3.87268 , 998 , 282 , 7.73965 , 994 , 274 , 994 , 282 , 8.01113 , 269.203 , 7.73965 , 7.73965 , 1 , 1.13086
82 , "microns" , 49.6749 , 93.0869 , 0.0720394 , 185.25 , 288.794 , 0 , 17.9691 , 116.238 , 177 , 280 , 195 , 298 , 21120 , 33968 , 1.95482e+06 , 28747.3 , "Default Bin" , 191 , 298 , 182 , 280 , 185.513 , 288.634 , 4.54295 , 182 , 293 , 9.44681 , 195 , 294 , 4.78925 , 182 , 293 , 9.31565 , 195 , 294 , 14.555 , 178 , 289 , 192 , 282 , 7.95287 , 263.372 , 45.4505 , 1.09295 , 1.23456 , 13.8813
83 , "microns" , 100.08 , 37.9357 , 0.873901 , 1021.81 , 286.153 , 0 , 11.9963 , 153.509 , 1016 , 280 , 1028 , 292 , 22400 , 46864 , 4.97176e+06 , 36290.2 , "Default Bin" , 1026 , 291 , 1014 , 285 , 1021.78 , 286.06 , 4.78568 , 1024 , 281 , 5.6502 , 1016 , 283 , 4.72089 , 1024 , 281 , 5.60735 , 1019 , 292 , 11.1439 , 1018 , 291 , 1023 , 280 , 11.2883 , 753.16 , 11.9963 , 11.9963 , 1.07649 , 1.14429
84 , "microns" , 100.08 , 38.9371 , 0.829531 , 73.9124 , 285.693 , 0 , 13.7019 , 9.81229 , 67 , 281 , 81 , 291 , 14528 , 54560 , 4.65472e+06 , 33976.1 , "Default Bin" , 67 , 288 , 82 , 285 , 74.2094 , 285.615 , 3.79639 , 75 , 290 , 6.48044 , 81 , 283 , 3.8084 , 75 , 290 , 6.49719 , 68 , 290 , 10.292 , 117 , 265 , 119 , 276 , 11.2883 , 753.16 , 13.7019 , 13.7019 , 1.33132 , 1.2055
85 , "microns" , 138.067 , 44.9807 , 0.857527 , 1060.52 , 290.032 , 0 , 13.7019 , 8.07248 , 1053 , 283 , 1068 , 297 , 20848 , 44784 , 6.71766e+06 , 35543.2 , "Default Bin" , 1053 , 289 , 1068 , 287 , 1060.48 , 289.939 , 5.52269 , 1063 , 296 , 6.66095 , 1053 , 288 , 5.50064 , 1058 , 284 , 6.66552 , 1068 , 292 , 13.7019 , 1088 , 131 , 1090 , 146 , 13.2587 , 1220.39 , 13.7019 , 13.7019 , 1 , 1.16614
86 , "microns" , 246.183 , 83.4171 , 0.444588 , 1098.62 , 300.682 , 0 , 33.3443 , 103.978 , 1090 , 283 , 1106 , 320 , 16928 , 42000 , 1.10362e+07 , 32748.5 , "Default Bin" , 1101 , 320 , 1092 , 283 , 1098.55 , 300.402 , 1.41111 , 1097 , 301 , 16.6355 , 1101 , 320 , 1.3696 , 1097 , 300 , 16.881 , 1101 , 320 , 10.292 , 1090 , 289 , 1101 , 286 , 17.7045 , 2905.7 , 34.5917 , 7.11682 , 3.23984 , 2.24927
87 , "microns" , 42.3698 , 25.0545 , 0.848196 , 870.448 , 295 , 0 , 7.73965 , 90 , 867 , 291 , 874 , 299 , 25280 , 50384 , 2.18517e+06 , 37675.3 , "Default Bin" , 869 , 299 , 869 , 291 , 870.468 , 294.916 , 2.8868 , 872 , 292 , 3.636 , 869 , 291 , 2.81577 , 872 , 292 , 3.70883 , 869 , 299 , 6.89082 , 867 , 293 , 874 , 293 , 7.34486 , 207.467 , 7.73965 , 7.73965 , 1.12318 , 1.17897
88 , "microns" , 207.466 , 54.9438 , 0.863612 , 1183.8 , 299.493 , 0 , 17.1154 , 172.242 , 1174 , 291 , 1193 , 308 , 12528 , 35440 , 8.18571e+06 , 28822.9 , "Default Bin" , 1192 , 304 , 1173 , 301 , 1183.67 , 299.32 , 7.18046 , 1180 , 292 , 8.47394 , 1174 , 301 , 6.99855 , 1180 , 292 , 8.57202 , 1193 , 303 , 15.4083 , 1186 , 308 , 1188 , 291 , 16.2528 , 2247.94 , 17.1154 , 17.1154 , 1.11079 , 1.15793
89 , "microns" , 53.3275 , 27.9726 , 0.856438 , 111.452 , 306.959 , 0 , 9.44048 , 25.4248 , 107 , 303 , 116 , 311 , 17712 , 58096 , 2.56867e+06 , 35187.3 , "Default Bin" , 107 , 309 , 116 , 305 , 111.626 , 306.938 , 3.28451 , 109 , 304 , 4.23238 , 116 , 305 , 3.31164 , 114 , 310 , 4.32896 , 107 , 309 , 8.58964 , 229 , 226 , 233 , 235 , 8.24007 , 292.948 , 9.44048 , 9.44048 , 1.09905 , 1.16763
90 , "microns" , 95.6973 , 37.9357 , 0.835628 , 157.626 , 312.817 , 0 , 11.9963 , 48.9526 , 152 , 307 , 164 , 319 , 20176 , 59152 , 5.29944e+06 , 40453.7 , "Default Bin" , 156 , 319 , 165 , 309 , 157.81 , 312.766 , 4.59344 , 161 , 317 , 5.63379 , 163 , 309 , 4.52369 , 162 , 316 , 5.68324 , 152 , 316 , 11.1439 , 154 , 308 , 163 , 316 , 11.0384 , 704.228 , 11.9963 , 11.9963 , 1.07649 , 1.1967
91 , "microns" , 118.343 , 40.8538 , 0.89102 , 1078.42 , 314.506 , 0 , 13.7019 , 50.178 , 1072 , 308 , 1085 , 321 , 19872 , 43392 , 5.3649e+06 , 33116.6 , "Default Bin" , 1075 , 321 , 1085 , 309 , 1078.37 , 314.366 , 5.22406 , 1084 , 317 , 6.34718 , 1082 , 308 , 5.2789 , 1074 , 310 , 6.35884 , 1075 , 321 , 11.9963 , 926 , 0 , 936 , 0 , 12.2751 , 968.454 , 13.7019 , 13.7019 , 1.14218 , 1.12231
92 , "microns" , 152.677 , 47.3982 , 0.854007 , 97.8469 , 320.526 , 0 , 15.4083 , 38.4291 , 90 , 313 , 106 , 328 , 15184 , 53664 , 7.52885e+06 , 36023.2 , "Default Bin" , 92 , 327 , 105 , 316 , 98.1863 , 320.45 , 5.75505 , 94 , 315 , 7.49223 , 91 , 326 , 5.66161 , 103 , 325 , 7.76088 , 91 , 326 , 12.849 , 93 , 315 , 102 , 326 , 13.9426 , 1419.14 , 15.4083 , 15.4083 , 1.19919 , 1.17095
93 , "microns" , 35.0647 , 67.3244 , 0.0972152 , 948.729 , 325.479 , 0 , 11.9963 , 179.688 , 942 , 319 , 955 , 331 , 24240 , 33888 , 1.42302e+06 , 29646.3 , "Default Bin" , 955 , 327 , 942 , 327 , 948.764 , 325.323 , 4.23872 , 953 , 328 , 6.21564 , 943 , 321 , 4.28301 , 953 , 328 , 6.15801 , 943 , 321 , 11.1439 , 951 , 331 , 951 , 319 , 6.68174 , 156.195 , 32.5861 , 1.07606 , 1.07649 , 10.2865
94 , "microns" , 151.947 , 47.3982 , 0.849921 , 969.837 , 329.63 , 0 , 16.2618 , 141.401 , 962 , 322 , 978 , 337 , 23936 , 49664 , 8.22862e+06 , 39560.7 , "Default Bin" , 975 , 337 , 961 , 326 , 969.802 , 329.485 , 5.32181 , 974 , 325 , 7.77949 , 962 , 325 , 5.25059 , 974 , 325 , 7.80928 , 975 , 337 , 12.849 , 965 , 334 , 974 , 323 , 13.9092 , 1408.97 , 16.2618 , 16.2618 , 1.26561 , 1.17658
95 , "microns" , 66.4768 , 31.8921 , 0.821324 , 1048 , 329.187 , 0 , 9.44048 , 1.71531 , 1043 , 325 , 1053 , 334 , 19328 , 43008 , 2.87688e+06 , 31614.1 , "Default Bin" , 1043 , 327 , 1053 , 327 , 1047.96 , 329.064 , 3.36934 , 1049 , 333 , 4.90348 , 1053 , 332 , 3.47401 , 1048 , 325 , 4.98819 , 1053 , 332 , 8.58964 , 1054 , 294 , 1055 , 303 , 9.20005 , 407.726 , 9.44048 , 9.44048 , 1.09905 , 1.21755
96 , "microns" , 97.1583 , 37.9357 , 0.848386 , 212.827 , 333.098 , 0 , 11.1439 , 45.3966 , 207 , 327 , 219 , 339 , 19472 , 60160 , 5.54299e+06 , 41676.6 , "Default Bin" , 211 , 339 , 219 , 330 , 213.025 , 333.009 , 4.62844 , 211 , 328 , 5.63068 , 217 , 328 , 4.58019 , 218 , 335 , 5.74912 , 207 , 336 , 11.1439 , 210 , 328 , 219 , 336 , 11.1223 , 720.417 , 11.1439 , 11.1439 , 1 , 1.17871
